start_name,end_name,time_seconds
火靠窯Pizza,饕客滷味,102
饕客滷味,太祖魷魚羹,99
太祖魷魚羹,饕客滷味,99
饕客滷味,香煎小舖,102
香煎小舖,饕客滷味,102
饕客滷味,內卡小館,87
內卡小館,饕客滷味,87
饕客滷味,燒餅窯,84
燒餅窯,饕客滷味,84
饕客滷味,瑞麟美而美,57
瑞麟美而美,饕客滷味,57
饕客滷味,小豬滷味,38
小豬滷味,饕客滷味,38
饕客滷味,微笑轉角,34
微笑轉角,饕客滷味,34
饕客滷味,霸王,27
霸王,饕客滷味,27
饕客滷味,咖哩老師,19
咖哩老師,饕客滷味,19
饕客滷味,山頂洞人,15
山頂洞人,饕客滷味,15
饕客滷味,小惡魔,10
小惡魔,饕客滷味,10
饕客滷味,粥王,10
粥王,饕客滷味,10
饕客滷味,銀河炒飯,10
銀河炒飯,饕客滷味,10
饕客滷味,一品鍋,27
一品鍋,饕客滷味,27
饕客滷味,無敵蛋餅,22
無敵蛋餅,饕客滷味,22
饕客滷味,包子饅頭,21
包子饅頭,饕客滷味,21
饕客滷味,花茶大師,18
花茶大師,饕客滷味,18
饕客滷味,鬼島漢堡,20
鬼島漢堡,饕客滷味,20
饕客滷味,雞排車,24
雞排車,饕客滷味,24
饕客滷味,一億園,16
一億園,饕客滷味,16
饕客滷味,夏克奶茶,12
夏克奶茶,饕客滷味,12
饕客滷味,東東生鮮手工大水餃,10
東東生鮮手工大水餃,饕客滷味,10
饕客滷味,美味王,10
美味王,饕客滷味,10
饕客滷味,滿食記燒肉丼飯,11
滿食記燒肉丼飯,饕客滷味,11
饕客滷味,Enf-健康輕食餐,10
Enf-健康輕食餐,饕客滷味,10
饕客滷味,饌食園,10
饌食園,饕客滷味,10
饕客滷味,香恬園,22
香恬園,饕客滷味,22
饕客滷味,宵夜屋自助餐,20
宵夜屋自助餐,饕客滷味,20
饕客滷味,來來炒飯,19
來來炒飯,饕客滷味,19
饕客滷味,喬慧素食,19
喬慧素食,饕客滷味,19
饕客滷味,來客,35
來客,饕客滷味,35
饕客滷味,真功夫蔥抓餅,35
真功夫蔥抓餅,饕客滷味,35
饕客滷味,傻師傅湯包,48
傻師傅湯包,饕客滷味,48
饕客滷味,早安美芝城中壢活力中央,72
早安美芝城中壢活力中央,饕客滷味,72
饕客滷味,京城韓式湯飯,92
京城韓式湯飯,饕客滷味,92
饕客滷味,雞師父醬汁照燒雞排,41
雞師父醬汁照燒雞排,饕客滷味,41
饕客滷味,燈丫腳湯包車,43
燈丫腳湯包車,饕客滷味,43
饕客滷味,Ticket Toast 提齊熱壓吐司,38
Ticket Toast 提齊熱壓吐司,饕客滷味,38
饕客滷味,Main蛋,23
Main蛋,饕客滷味,23
人行道健康蔬食,田園美食屋,61
田園美食屋,人行道健康蔬食,61
人行道健康蔬食,Ale,82
Ale,人行道健康蔬食,82
人行道健康蔬食,韓林,76
韓林,人行道健康蔬食,76
人行道健康蔬食,胡思咖啡,96
胡思咖啡,人行道健康蔬食,96
人行道健康蔬食,香城燒臘,106
香城燒臘,人行道健康蔬食,106
人行道健康蔬食,雙寶爸涼麵,58
雙寶爸涼麵,人行道健康蔬食,58
人行道健康蔬食,夠義式,67
夠義式,人行道健康蔬食,67
人行道健康蔬食,幸福廚房,66
幸福廚房,人行道健康蔬食,66
人行道健康蔬食,小紅牛,52
小紅牛,人行道健康蔬食,52
人行道健康蔬食,火靠窯Pizza,53
火靠窯Pizza,人行道健康蔬食,53
人行道健康蔬食,太祖魷魚羹,57
太祖魷魚羹,人行道健康蔬食,57
人行道健康蔬食,香煎小舖,65
香煎小舖,人行道健康蔬食,65
人行道健康蔬食,內卡小館,61
內卡小館,人行道健康蔬食,61
人行道健康蔬食,燒餅窯,68
燒餅窯,人行道健康蔬食,68
人行道健康蔬食,瑞麟美而美,88
瑞麟美而美,人行道健康蔬食,88
人行道健康蔬食,小豬滷味,106
小豬滷味,人行道健康蔬食,106
人行道健康蔬食,微笑轉角,112
微笑轉角,人行道健康蔬食,112
人行道健康蔬食,霸王,115
霸王,人行道健康蔬食,115
人行道健康蔬食,咖哩老師,119
咖哩老師,人行道健康蔬食,119
人行道健康蔬食,山頂洞人,121
山頂洞人,人行道健康蔬食,121
人行道健康蔬食,鬼島漢堡,113
鬼島漢堡,人行道健康蔬食,113
人行道健康蔬食,雞排車,111
雞排車,人行道健康蔬食,111
人行道健康蔬食,一億園,113
一億園,人行道健康蔬食,113
人行道健康蔬食,夏克奶茶,115
夏克奶茶,人行道健康蔬食,115
人行道健康蔬食,東東生鮮手工大水餃,119
東東生鮮手工大水餃,人行道健康蔬食,119
人行道健康蔬食,熱浪島南洋蔬食茶堂,79
熱浪島南洋蔬食茶堂,人行道健康蔬食,79
人行道健康蔬食,隨緣餐廳,124
隨緣餐廳,人行道健康蔬食,124
人行道健康蔬食,來客,88
來客,人行道健康蔬食,88
人行道健康蔬食,真功夫蔥抓餅,87
真功夫蔥抓餅,人行道健康蔬食,87
人行道健康蔬食,傻師傅湯包,86
傻師傅湯包,人行道健康蔬食,86
人行道健康蔬食,早安美芝城中壢活力中央,75
早安美芝城中壢活力中央,人行道健康蔬食,75
人行道健康蔬食,京城韓式湯飯,68
京城韓式湯飯,人行道健康蔬食,68
人行道健康蔬食,吉米熊新點子早午餐,23
吉米熊新點子早午餐,人行道健康蔬食,23
人行道健康蔬食,鴻樂,44
鴻樂,人行道健康蔬食,44
人行道健康蔬食,CASA BRASIL NCU,108
CASA BRASIL NCU,人行道健康蔬食,108
人行道健康蔬食,哈堡堡,111
哈堡堡,人行道健康蔬食,111
人行道健康蔬食,雞師父醬汁照燒雞排,98
雞師父醬汁照燒雞排,人行道健康蔬食,98
人行道健康蔬食,燈丫腳湯包車,91
燈丫腳湯包車,人行道健康蔬食,91
人行道健康蔬食,Ticket Toast 提齊熱壓吐司,103
Ticket Toast 提齊熱壓吐司,人行道健康蔬食,103
人行道健康蔬食,竹香自助餐,95
竹香自助餐,人行道健康蔬食,95
田園美食屋,胡思咖啡,35
胡思咖啡,田園美食屋,35
田園美食屋,雙寶爸涼麵,120
雙寶爸涼麵,田園美食屋,120
田園美食屋,迷路義麵屋,84
迷路義麵屋,田園美食屋,84
田園美食屋,小紅牛,112
小紅牛,田園美食屋,112
田園美食屋,火靠窯Pizza,114
火靠窯Pizza,田園美食屋,114
田園美食屋,太祖魷魚羹,118
太祖魷魚羹,田園美食屋,118
田園美食屋,內卡小館,123
內卡小館,田園美食屋,123
田園美食屋,熱浪島南洋蔬食茶堂,61
熱浪島南洋蔬食茶堂,田園美食屋,61
田園美食屋,阿米玲食堂,67
阿米玲食堂,田園美食屋,67
田園美食屋,樂活堡,75
樂活堡,田園美食屋,75
田園美食屋,八方雲集,65
八方雲集,田園美食屋,65
田園美食屋,津知園排骨,82
津知園排骨,田園美食屋,82
田園美食屋,廚窗食坊,82
廚窗食坊,田園美食屋,82
田園美食屋,隨緣餐廳,69
隨緣餐廳,田園美食屋,69
田園美食屋,麥堡堡早點,85
麥堡堡早點,田園美食屋,85
田園美食屋,拉亞漢堡,104
拉亞漢堡,田園美食屋,104
田園美食屋,清心福全冷飲站,89
清心福全冷飲站,田園美食屋,89
田園美食屋,秈春坊,109
秈春坊,田園美食屋,109
田園美食屋,福泉豆花,98
福泉豆花,田園美食屋,98
田園美食屋,27秀梅,87
27秀梅,田園美食屋,87
田園美食屋,吉米熊新點子早午餐,38
吉米熊新點子早午餐,田園美食屋,38
田園美食屋,鴻樂,17
鴻樂,田園美食屋,17
田園美食屋,CASA BRASIL NCU,48
CASA BRASIL NCU,田園美食屋,48
田園美食屋,秘密基地,65
秘密基地,田園美食屋,65
田園美食屋,米豆Mido,82
米豆Mido,田園美食屋,82
田園美食屋,哈堡堡,54
哈堡堡,田園美食屋,54
田園美食屋,熟檸檬食肆,69
熟檸檬食肆,田園美食屋,69
田園美食屋,滷味居,71
滷味居,田園美食屋,71
田園美食屋,歐姆萊斯,77
歐姆萊斯,田園美食屋,77
田園美食屋,達啵廚房,84
達啵廚房,田園美食屋,84
田園美食屋,漢林大漢堡,88
漢林大漢堡,田園美食屋,88
田園美食屋,米樂義大利,91
米樂義大利,田園美食屋,91
田園美食屋,九品,91
九品,田園美食屋,91
田園美食屋,麥克小姐,97
麥克小姐,田園美食屋,97
田園美食屋,福陞紅油炒手,102
福陞紅油炒手,田園美食屋,102
田園美食屋,萊客堡早午餐,96
萊客堡早午餐,田園美食屋,96
田園美食屋,白胡子牛排館,96
白胡子牛排館,田園美食屋,96
田園美食屋,美式早餐屋,80
美式早餐屋,田園美食屋,80
田園美食屋,幸福小館,84
幸福小館,田園美食屋,84
田園美食屋,Daddy's美式餐廳,103
Daddy's美式餐廳,田園美食屋,103
田園美食屋,馬爾波咖啡,96
馬爾波咖啡,田園美食屋,96
田園美食屋,家鄉麵店,86
家鄉麵店,田園美食屋,86
田園美食屋,香米自助餐,88
香米自助餐,田園美食屋,88
田園美食屋,八哥重慶酸辣粉,98
八哥重慶酸辣粉,田園美食屋,98
田園美食屋,中壢正新明牛肉麵,74
中壢正新明牛肉麵,田園美食屋,74
田園美食屋,我家便利商店,77
我家便利商店,田園美食屋,77
田園美食屋,大中央厚切牛排,83
大中央厚切牛排,田園美食屋,83
田園美食屋,竹香自助餐,34
竹香自助餐,田園美食屋,34
田園美食屋,健康美食館,66
健康美食館,田園美食屋,66
田園美食屋,惟客早餐店,99
惟客早餐店,田園美食屋,99
田園美食屋,萊姆斯早午餐,99
萊姆斯早午餐,田園美食屋,99
Ale,韓林,10
韓林,Ale,10
Ale,香城燒臘,28
香城燒臘,Ale,28
Ale,雙寶爸涼麵,41
雙寶爸涼麵,Ale,41
Ale,夠義式,43
夠義式,Ale,43
Ale,幸福廚房,45
幸福廚房,Ale,45
Ale,小紅牛,55
小紅牛,Ale,55
Ale,火靠窯Pizza,49
火靠窯Pizza,Ale,49
Ale,太祖魷魚羹,45
太祖魷魚羹,Ale,45
Ale,香煎小舖,49
香煎小舖,Ale,49
Ale,內卡小館,34
內卡小館,Ale,34
Ale,燒餅窯,30
燒餅窯,Ale,30
Ale,瑞麟美而美,10
瑞麟美而美,Ale,10
Ale,小豬滷味,24
小豬滷味,Ale,24
Ale,微笑轉角,31
微笑轉角,Ale,31
Ale,霸王,35
霸王,Ale,35
Ale,咖哩老師,42
咖哩老師,Ale,42
Ale,山頂洞人,46
山頂洞人,Ale,46
Ale,小惡魔,53
小惡魔,Ale,53
Ale,粥王,60
粥王,Ale,60
Ale,銀河炒飯,62
銀河炒飯,Ale,62
Ale,一品鍋,81
一品鍋,Ale,81
Ale,無敵蛋餅,74
無敵蛋餅,Ale,74
Ale,包子饅頭,74
包子饅頭,Ale,74
Ale,花茶大師,71
花茶大師,Ale,71
Ale,鬼島漢堡,36
鬼島漢堡,Ale,36
Ale,雞排車,33
雞排車,Ale,33
Ale,一億園,39
一億園,Ale,39
Ale,夏克奶茶,42
夏克奶茶,Ale,42
Ale,東東生鮮手工大水餃,48
東東生鮮手工大水餃,Ale,48
Ale,美味王,60
美味王,Ale,60
Ale,滿食記燒肉丼飯,64
滿食記燒肉丼飯,Ale,64
Ale,Enf-健康輕食餐,62
Enf-健康輕食餐,Ale,62
Ale,饌食園,58
饌食園,Ale,58
Ale,香恬園,75
香恬園,Ale,75
Ale,宵夜屋自助餐,74
宵夜屋自助餐,Ale,74
Ale,來來炒飯,72
來來炒飯,Ale,72
Ale,喬慧素食,72
喬慧素食,Ale,72
Ale,來客,21
來客,Ale,21
Ale,真功夫蔥抓餅,24
真功夫蔥抓餅,Ale,24
Ale,傻師傅湯包,10
傻師傅湯包,Ale,10
Ale,早安美芝城中壢活力中央,18
早安美芝城中壢活力中央,Ale,18
Ale,京城韓式湯飯,38
京城韓式湯飯,Ale,38
Ale,吉米熊新點子早午餐,104
吉米熊新點子早午餐,Ale,104
Ale,鴻樂,124
鴻樂,Ale,124
Ale,雞師父醬汁照燒雞排,16
雞師父醬汁照燒雞排,Ale,16
Ale,燈丫腳湯包車,11
燈丫腳湯包車,Ale,11
Ale,Ticket Toast 提齊熱壓吐司,21
Ticket Toast 提齊熱壓吐司,Ale,21
Ale,Main蛋,77
Main蛋,Ale,77
韓林,香城燒臘,36
香城燒臘,韓林,36
韓林,雙寶爸涼麵,32
雙寶爸涼麵,韓林,32
韓林,夠義式,34
夠義式,韓林,34
韓林,幸福廚房,36
幸福廚房,韓林,36
韓林,小紅牛,46
小紅牛,韓林,46
韓林,火靠窯Pizza,40
火靠窯Pizza,韓林,40
韓林,太祖魷魚羹,36
太祖魷魚羹,韓林,36
韓林,香煎小舖,40
香煎小舖,韓林,40
韓林,內卡小館,25
內卡小館,韓林,25
韓林,燒餅窯,21
燒餅窯,韓林,21
韓林,瑞麟美而美,12
瑞麟美而美,韓林,12
韓林,小豬滷味,32
小豬滷味,韓林,32
韓林,微笑轉角,39
微笑轉角,韓林,39
韓林,霸王,44
霸王,韓林,44
韓林,咖哩老師,50
咖哩老師,韓林,50
韓林,山頂洞人,54
山頂洞人,韓林,54
韓林,小惡魔,62
小惡魔,韓林,62
韓林,粥王,69
粥王,韓林,69
韓林,銀河炒飯,71
銀河炒飯,韓林,71
韓林,一品鍋,90
一品鍋,韓林,90
韓林,無敵蛋餅,83
無敵蛋餅,韓林,83
韓林,包子饅頭,82
包子饅頭,韓林,82
韓林,花茶大師,80
花茶大師,韓林,80
韓林,鬼島漢堡,45
鬼島漢堡,韓林,45
韓林,雞排車,42
雞排車,韓林,42
韓林,一億園,48
一億園,韓林,48
韓林,夏克奶茶,51
夏克奶茶,韓林,51
韓林,東東生鮮手工大水餃,57
東東生鮮手工大水餃,韓林,57
韓林,美味王,69
美味王,韓林,69
韓林,滿食記燒肉丼飯,73
滿食記燒肉丼飯,韓林,73
韓林,Enf-健康輕食餐,71
Enf-健康輕食餐,韓林,71
韓林,饌食園,67
饌食園,韓林,67
韓林,香恬園,84
香恬園,韓林,84
韓林,宵夜屋自助餐,83
宵夜屋自助餐,韓林,83
韓林,來來炒飯,81
來來炒飯,韓林,81
韓林,喬慧素食,81
喬慧素食,韓林,81
韓林,來客,29
來客,韓林,29
韓林,真功夫蔥抓餅,32
真功夫蔥抓餅,韓林,32
韓林,傻師傅湯包,14
傻師傅湯包,韓林,14
韓林,早安美芝城中壢活力中央,10
早安美芝城中壢活力中央,韓林,10
韓林,京城韓式湯飯,29
京城韓式湯飯,韓林,29
韓林,吉米熊新點子早午餐,99
吉米熊新點子早午餐,韓林,99
韓林,鴻樂,119
鴻樂,韓林,119
韓林,雞師父醬汁照燒雞排,24
雞師父醬汁照燒雞排,韓林,24
韓林,燈丫腳湯包車,20
燈丫腳湯包車,韓林,20
韓林,Ticket Toast 提齊熱壓吐司,29
Ticket Toast 提齊熱壓吐司,韓林,29
韓林,Main蛋,86
Main蛋,韓林,86
胡思咖啡,迷路義麵屋,49
迷路義麵屋,胡思咖啡,49
胡思咖啡,熱浪島南洋蔬食茶堂,78
熱浪島南洋蔬食茶堂,胡思咖啡,78
胡思咖啡,阿米玲食堂,33
阿米玲食堂,胡思咖啡,33
胡思咖啡,樂活堡,43
樂活堡,胡思咖啡,43
胡思咖啡,八方雲集,31
八方雲集,胡思咖啡,31
胡思咖啡,津知園排骨,49
津知園排骨,胡思咖啡,49
胡思咖啡,廚窗食坊,48
廚窗食坊,胡思咖啡,48
胡思咖啡,隨緣餐廳,42
隨緣餐廳,胡思咖啡,42
胡思咖啡,麥堡堡早點,55
麥堡堡早點,胡思咖啡,55
胡思咖啡,拉亞漢堡,83
拉亞漢堡,胡思咖啡,83
胡思咖啡,清心福全冷飲站,62
清心福全冷飲站,胡思咖啡,62
胡思咖啡,秈春坊,89
秈春坊,胡思咖啡,89
胡思咖啡,福泉豆花,74
福泉豆花,胡思咖啡,74
胡思咖啡,27秀梅,59
27秀梅,胡思咖啡,59
胡思咖啡,吉米熊新點子早午餐,74
吉米熊新點子早午餐,胡思咖啡,74
胡思咖啡,鴻樂,52
鴻樂,胡思咖啡,52
胡思咖啡,CASA BRASIL NCU,18
CASA BRASIL NCU,胡思咖啡,18
胡思咖啡,秘密基地,32
秘密基地,胡思咖啡,32
胡思咖啡,米豆Mido,50
米豆Mido,胡思咖啡,50
胡思咖啡,哈堡堡,26
哈堡堡,胡思咖啡,26
胡思咖啡,熟檸檬食肆,36
熟檸檬食肆,胡思咖啡,36
胡思咖啡,滷味居,39
滷味居,胡思咖啡,39
胡思咖啡,歐姆萊斯,47
歐姆萊斯,胡思咖啡,47
胡思咖啡,達啵廚房,55
達啵廚房,胡思咖啡,55
胡思咖啡,漢林大漢堡,54
漢林大漢堡,胡思咖啡,54
胡思咖啡,米樂義大利,57
米樂義大利,胡思咖啡,57
胡思咖啡,九品,58
九品,胡思咖啡,58
胡思咖啡,麥克小姐,65
麥克小姐,胡思咖啡,65
胡思咖啡,福陞紅油炒手,72
福陞紅油炒手,胡思咖啡,72
胡思咖啡,萊客堡早午餐,67
萊客堡早午餐,胡思咖啡,67
胡思咖啡,白胡子牛排館,69
白胡子牛排館,胡思咖啡,69
胡思咖啡,美式早餐屋,51
美式早餐屋,胡思咖啡,51
胡思咖啡,幸福小館,53
幸福小館,胡思咖啡,53
胡思咖啡,Daddy's美式餐廳,88
Daddy's美式餐廳,胡思咖啡,88
胡思咖啡,馬爾波咖啡,77
馬爾波咖啡,胡思咖啡,77
胡思咖啡,家鄉麵店,60
家鄉麵店,胡思咖啡,60
胡思咖啡,香米自助餐,63
香米自助餐,胡思咖啡,63
胡思咖啡,八哥重慶酸辣粉,80
八哥重慶酸辣粉,胡思咖啡,80
胡思咖啡,中壢正新明牛肉麵,48
中壢正新明牛肉麵,胡思咖啡,48
胡思咖啡,我家便利商店,53
我家便利商店,胡思咖啡,53
胡思咖啡,大中央厚切牛排,48
大中央厚切牛排,胡思咖啡,48
胡思咖啡,竹香自助餐,11
竹香自助餐,胡思咖啡,11
胡思咖啡,健康美食館,34
健康美食館,胡思咖啡,34
胡思咖啡,惟客早餐店,72
惟客早餐店,胡思咖啡,72
胡思咖啡,萊姆斯早午餐,74
萊姆斯早午餐,胡思咖啡,74
香城燒臘,雙寶爸涼麵,69
雙寶爸涼麵,香城燒臘,69
香城燒臘,夠義式,70
夠義式,香城燒臘,70
香城燒臘,幸福廚房,73
幸福廚房,香城燒臘,73
香城燒臘,小紅牛,83
小紅牛,香城燒臘,83
香城燒臘,火靠窯Pizza,77
火靠窯Pizza,香城燒臘,77
香城燒臘,太祖魷魚羹,73
太祖魷魚羹,香城燒臘,73
香城燒臘,香煎小舖,76
香煎小舖,香城燒臘,76
香城燒臘,內卡小館,62
內卡小館,香城燒臘,62
香城燒臘,燒餅窯,57
燒餅窯,香城燒臘,57
香城燒臘,瑞麟美而美,29
瑞麟美而美,香城燒臘,29
香城燒臘,小豬滷味,10
小豬滷味,香城燒臘,10
香城燒臘,微笑轉角,10
微笑轉角,香城燒臘,10
香城燒臘,霸王,10
霸王,香城燒臘,10
香城燒臘,咖哩老師,14
咖哩老師,香城燒臘,14
香城燒臘,山頂洞人,17
山頂洞人,香城燒臘,17
香城燒臘,小惡魔,25
小惡魔,香城燒臘,25
香城燒臘,粥王,33
粥王,香城燒臘,33
香城燒臘,銀河炒飯,34
銀河炒飯,香城燒臘,34
香城燒臘,一品鍋,55
一品鍋,香城燒臘,55
香城燒臘,無敵蛋餅,50
無敵蛋餅,香城燒臘,50
香城燒臘,包子饅頭,49
包子饅頭,香城燒臘,49
香城燒臘,花茶大師,46
花茶大師,香城燒臘,46
香城燒臘,鬼島漢堡,10
鬼島漢堡,香城燒臘,10
香城燒臘,雞排車,10
雞排車,香城燒臘,10
香城燒臘,一億園,12
一億園,香城燒臘,12
香城燒臘,夏克奶茶,16
夏克奶茶,香城燒臘,16
香城燒臘,東東生鮮手工大水餃,22
東東生鮮手工大水餃,香城燒臘,22
香城燒臘,美味王,33
美味王,香城燒臘,33
香城燒臘,滿食記燒肉丼飯,39
滿食記燒肉丼飯,香城燒臘,39
香城燒臘,Enf-健康輕食餐,37
Enf-健康輕食餐,香城燒臘,37
香城燒臘,饌食園,33
饌食園,香城燒臘,33
香城燒臘,香恬園,49
香恬園,香城燒臘,49
香城燒臘,宵夜屋自助餐,47
宵夜屋自助餐,香城燒臘,47
香城燒臘,來來炒飯,46
來來炒飯,香城燒臘,46
香城燒臘,喬慧素食,46
喬慧素食,香城燒臘,46
香城燒臘,來客,18
來客,香城燒臘,18
香城燒臘,真功夫蔥抓餅,22
真功夫蔥抓餅,香城燒臘,22
香城燒臘,傻師傅湯包,22
傻師傅湯包,香城燒臘,22
香城燒臘,早安美芝城中壢活力中央,45
早安美芝城中壢活力中央,香城燒臘,45
香城燒臘,京城韓式湯飯,65
京城韓式湯飯,香城燒臘,65
香城燒臘,雞師父醬汁照燒雞排,13
雞師父醬汁照燒雞排,香城燒臘,13
香城燒臘,燈丫腳湯包車,17
燈丫腳湯包車,香城燒臘,17
香城燒臘,Ticket Toast 提齊熱壓吐司,10
Ticket Toast 提齊熱壓吐司,香城燒臘,10
香城燒臘,Main蛋,50
Main蛋,香城燒臘,50
雙寶爸涼麵,夠義式,10
夠義式,雙寶爸涼麵,10
雙寶爸涼麵,幸福廚房,10
幸福廚房,雙寶爸涼麵,10
雙寶爸涼麵,小紅牛,14
小紅牛,雙寶爸涼麵,14
雙寶爸涼麵,火靠窯Pizza,10
火靠窯Pizza,雙寶爸涼麵,10
雙寶爸涼麵,太祖魷魚羹,10
太祖魷魚羹,雙寶爸涼麵,10
雙寶爸涼麵,香煎小舖,10
香煎小舖,雙寶爸涼麵,10
雙寶爸涼麵,內卡小館,10
內卡小館,雙寶爸涼麵,10
雙寶爸涼麵,燒餅窯,13
燒餅窯,雙寶爸涼麵,13
雙寶爸涼麵,瑞麟美而美,41
瑞麟美而美,雙寶爸涼麵,41
雙寶爸涼麵,小豬滷味,64
小豬滷味,雙寶爸涼麵,64
雙寶爸涼麵,微笑轉角,70
微笑轉角,雙寶爸涼麵,70
雙寶爸涼麵,霸王,76
霸王,雙寶爸涼麵,76
雙寶爸涼麵,咖哩老師,83
咖哩老師,雙寶爸涼麵,83
雙寶爸涼麵,山頂洞人,87
山頂洞人,雙寶爸涼麵,87
雙寶爸涼麵,小惡魔,94
小惡魔,雙寶爸涼麵,94
雙寶爸涼麵,粥王,101
粥王,雙寶爸涼麵,101
雙寶爸涼麵,銀河炒飯,103
銀河炒飯,雙寶爸涼麵,103
雙寶爸涼麵,一品鍋,122
一品鍋,雙寶爸涼麵,122
雙寶爸涼麵,無敵蛋餅,115
無敵蛋餅,雙寶爸涼麵,115
雙寶爸涼麵,包子饅頭,114
包子饅頭,雙寶爸涼麵,114
雙寶爸涼麵,花茶大師,111
花茶大師,雙寶爸涼麵,111
雙寶爸涼麵,鬼島漢堡,78
鬼島漢堡,雙寶爸涼麵,78
雙寶爸涼麵,雞排車,74
雞排車,雙寶爸涼麵,74
雙寶爸涼麵,一億園,80
一億園,雙寶爸涼麵,80
雙寶爸涼麵,夏克奶茶,83
夏克奶茶,雙寶爸涼麵,83
雙寶爸涼麵,東東生鮮手工大水餃,89
東東生鮮手工大水餃,雙寶爸涼麵,89
雙寶爸涼麵,美味王,101
美味王,雙寶爸涼麵,101
雙寶爸涼麵,滿食記燒肉丼飯,105
滿食記燒肉丼飯,雙寶爸涼麵,105
雙寶爸涼麵,熱浪島南洋蔬食茶堂,122
熱浪島南洋蔬食茶堂,雙寶爸涼麵,122
雙寶爸涼麵,Enf-健康輕食餐,102
Enf-健康輕食餐,雙寶爸涼麵,102
雙寶爸涼麵,饌食園,99
饌食園,雙寶爸涼麵,99
雙寶爸涼麵,香恬園,116
香恬園,雙寶爸涼麵,116
雙寶爸涼麵,宵夜屋自助餐,115
宵夜屋自助餐,雙寶爸涼麵,115
雙寶爸涼麵,來來炒飯,113
來來炒飯,雙寶爸涼麵,113
雙寶爸涼麵,喬慧素食,113
喬慧素食,雙寶爸涼麵,113
雙寶爸涼麵,來客,60
來客,雙寶爸涼麵,60
雙寶爸涼麵,真功夫蔥抓餅,61
真功夫蔥抓餅,雙寶爸涼麵,61
雙寶爸涼麵,傻師傅湯包,47
傻師傅湯包,雙寶爸涼麵,47
雙寶爸涼麵,早安美芝城中壢活力中央,24
早安美芝城中壢活力中央,雙寶爸涼麵,24
雙寶爸涼麵,京城韓式湯飯,10
京城韓式湯飯,雙寶爸涼麵,10
雙寶爸涼麵,吉米熊新點子早午餐,81
吉米熊新點子早午餐,雙寶爸涼麵,81
雙寶爸涼麵,鴻樂,102
鴻樂,雙寶爸涼麵,102
雙寶爸涼麵,雞師父醬汁照燒雞排,56
雞師父醬汁照燒雞排,雙寶爸涼麵,56
雙寶爸涼麵,燈丫腳湯包車,52
燈丫腳湯包車,雙寶爸涼麵,52
雙寶爸涼麵,Ticket Toast 提齊熱壓吐司,61
Ticket Toast 提齊熱壓吐司,雙寶爸涼麵,61
雙寶爸涼麵,Main蛋,118
Main蛋,雙寶爸涼麵,118
迷路義麵屋,熱浪島南洋蔬食茶堂,117
熱浪島南洋蔬食茶堂,迷路義麵屋,117
迷路義麵屋,阿米玲食堂,22
阿米玲食堂,迷路義麵屋,22
迷路義麵屋,樂活堡,29
樂活堡,迷路義麵屋,29
迷路義麵屋,八方雲集,20
八方雲集,迷路義麵屋,20
迷路義麵屋,津知園排骨,18
津知園排骨,迷路義麵屋,18
迷路義麵屋,廚窗食坊,12
廚窗食坊,迷路義麵屋,12
迷路義麵屋,隨緣餐廳,40
隨緣餐廳,迷路義麵屋,40
迷路義麵屋,麥堡堡早點,33
麥堡堡早點,迷路義麵屋,33
迷路義麵屋,拉亞漢堡,71
拉亞漢堡,迷路義麵屋,71
迷路義麵屋,清心福全冷飲站,46
清心福全冷飲站,迷路義麵屋,46
迷路義麵屋,秈春坊,80
秈春坊,迷路義麵屋,80
迷路義麵屋,福泉豆花,61
福泉豆花,迷路義麵屋,61
迷路義麵屋,27秀梅,41
27秀梅,迷路義麵屋,41
迷路義麵屋,吉米熊新點子早午餐,123
吉米熊新點子早午餐,迷路義麵屋,123
迷路義麵屋,鴻樂,101
鴻樂,迷路義麵屋,101
迷路義麵屋,CASA BRASIL NCU,42
CASA BRASIL NCU,迷路義麵屋,42
迷路義麵屋,秘密基地,23
秘密基地,迷路義麵屋,23
迷路義麵屋,米豆Mido,22
米豆Mido,迷路義麵屋,22
迷路義麵屋,哈堡堡,40
哈堡堡,迷路義麵屋,40
迷路義麵屋,熟檸檬食肆,23
熟檸檬食肆,迷路義麵屋,23
迷路義麵屋,滷味居,26
滷味居,迷路義麵屋,26
迷路義麵屋,歐姆萊斯,35
歐姆萊斯,迷路義麵屋,35
迷路義麵屋,達啵廚房,43
達啵廚房,迷路義麵屋,43
迷路義麵屋,漢林大漢堡,14
漢林大漢堡,迷路義麵屋,14
迷路義麵屋,米樂義大利,21
米樂義大利,迷路義麵屋,21
迷路義麵屋,九品,26
九品,迷路義麵屋,26
迷路義麵屋,麥克小姐,35
麥克小姐,迷路義麵屋,35
迷路義麵屋,福陞紅油炒手,47
福陞紅油炒手,迷路義麵屋,47
迷路義麵屋,萊客堡早午餐,48
萊客堡早午餐,迷路義麵屋,48
迷路義麵屋,白胡子牛排館,52
白胡子牛排館,迷路義麵屋,52
迷路義麵屋,美式早餐屋,39
美式早餐屋,迷路義麵屋,39
迷路義麵屋,幸福小館,28
幸福小館,迷路義麵屋,28
迷路義麵屋,Daddy's美式餐廳,90
Daddy's美式餐廳,迷路義麵屋,90
迷路義麵屋,馬爾波咖啡,77
馬爾波咖啡,迷路義麵屋,77
迷路義麵屋,家鄉麵店,50
家鄉麵店,迷路義麵屋,50
迷路義麵屋,香米自助餐,56
