start_name,end_name,time_seconds
東東生鮮手工大水餃,小豬滷味,32
小豬滷味,美味王,41
美味王,小豬滷味,41
小豬滷味,滿食記燒肉丼飯,49
滿食記燒肉丼飯,小豬滷味,49
小豬滷味,Enf-健康輕食餐,46
Enf-健康輕食餐,小豬滷味,46
小豬滷味,饌食園,43
饌食園,小豬滷味,43
小豬滷味,香恬園,58
香恬園,小豬滷味,58
小豬滷味,宵夜屋自助餐,56
宵夜屋自助餐,小豬滷味,56
小豬滷味,來來炒飯,55
來來炒飯,小豬滷味,55
小豬滷味,喬慧素食,54
喬慧素食,小豬滷味,54
小豬滷味,來客,25
來客,小豬滷味,25
小豬滷味,真功夫蔥抓餅,29
真功夫蔥抓餅,小豬滷味,29
小豬滷味,傻師傅湯包,19
傻師傅湯包,小豬滷味,19
小豬滷味,早安美芝城中壢活力中央,39
早安美芝城中壢活力中央,小豬滷味,39
小豬滷味,京城韓式湯飯,59
京城韓式湯飯,小豬滷味,59
小豬滷味,雞師父醬汁照燒雞排,10
雞師父醬汁照燒雞排,小豬滷味,10
小豬滷味,燈丫腳湯包車,15
燈丫腳湯包車,小豬滷味,15
小豬滷味,Ticket Toast 提齊熱壓吐司,10
Ticket Toast 提齊熱壓吐司,小豬滷味,10
小豬滷味,Main蛋,59
Main蛋,小豬滷味,59
微笑轉角,霸王,10
霸王,微笑轉角,10
微笑轉角,咖哩老師,15
咖哩老師,微笑轉角,15
微笑轉角,山頂洞人,20
山頂洞人,微笑轉角,20
微笑轉角,小惡魔,28
小惡魔,微笑轉角,28
微笑轉角,粥王,37
粥王,微笑轉角,37
微笑轉角,銀河炒飯,38
銀河炒飯,微笑轉角,38
微笑轉角,一品鍋,58
一品鍋,微笑轉角,58
微笑轉角,無敵蛋餅,56
無敵蛋餅,微笑轉角,56
微笑轉角,包子饅頭,55
包子饅頭,微笑轉角,55
微笑轉角,花茶大師,52
花茶大師,微笑轉角,52
微笑轉角,鬼島漢堡,14
鬼島漢堡,微笑轉角,14
微笑轉角,雞排車,10
雞排車,微笑轉角,10
微笑轉角,一億園,18
一億園,微笑轉角,18
微笑轉角,夏克奶茶,22
夏克奶茶,微笑轉角,22
微笑轉角,東東生鮮手工大水餃,29
東東生鮮手工大水餃,微笑轉角,29
微笑轉角,美味王,36
美味王,微笑轉角,36
微笑轉角,滿食記燒肉丼飯,45
滿食記燒肉丼飯,微笑轉角,45
微笑轉角,Enf-健康輕食餐,42
Enf-健康輕食餐,微笑轉角,42
微笑轉角,饌食園,39
饌食園,微笑轉角,39
微笑轉角,香恬園,52
香恬園,微笑轉角,52
微笑轉角,宵夜屋自助餐,51
宵夜屋自助餐,微笑轉角,51
微笑轉角,來來炒飯,50
來來炒飯,微笑轉角,50
微笑轉角,喬慧素食,49
喬慧素食,微笑轉角,49
微笑轉角,來客,28
來客,微笑轉角,28
微笑轉角,真功夫蔥抓餅,32
真功夫蔥抓餅,微笑轉角,32
微笑轉角,傻師傅湯包,26
傻師傅湯包,微笑轉角,26
微笑轉角,早安美芝城中壢活力中央,46
早安美芝城中壢活力中央,微笑轉角,46
微笑轉角,京城韓式湯飯,66
京城韓式湯飯,微笑轉角,66
微笑轉角,雞師父醬汁照燒雞排,14
雞師父醬汁照燒雞排,微笑轉角,14
微笑轉角,燈丫腳湯包車,21
燈丫腳湯包車,微笑轉角,21
微笑轉角,Ticket Toast 提齊熱壓吐司,10
Ticket Toast 提齊熱壓吐司,微笑轉角,10
微笑轉角,Main蛋,54
Main蛋,微笑轉角,54
霸王,咖哩老師,10
咖哩老師,霸王,10
霸王,山頂洞人,13
山頂洞人,霸王,13
霸王,小惡魔,21
小惡魔,霸王,21
霸王,粥王,30
粥王,霸王,30
霸王,銀河炒飯,31
銀河炒飯,霸王,31
霸王,一品鍋,51
一品鍋,霸王,51
霸王,無敵蛋餅,49
無敵蛋餅,霸王,49
霸王,包子饅頭,48
包子饅頭,霸王,48
霸王,花茶大師,45
花茶大師,霸王,45
霸王,鬼島漢堡,10
鬼島漢堡,霸王,10
霸王,雞排車,10
雞排車,霸王,10
霸王,一億園,12
一億園,霸王,12
霸王,夏克奶茶,15
夏克奶茶,霸王,15
霸王,東東生鮮手工大水餃,21
東東生鮮手工大水餃,霸王,21
霸王,美味王,29
美味王,霸王,29
霸王,滿食記燒肉丼飯,38
滿食記燒肉丼飯,霸王,38
霸王,Enf-健康輕食餐,35
Enf-健康輕食餐,霸王,35
霸王,饌食園,31
饌食園,霸王,31
霸王,香恬園,45
香恬園,霸王,45
霸王,宵夜屋自助餐,43
宵夜屋自助餐,霸王,43
霸王,來來炒飯,42
來來炒飯,霸王,42
霸王,喬慧素食,42
喬慧素食,霸王,42
霸王,來客,28
來客,霸王,28
霸王,真功夫蔥抓餅,31
真功夫蔥抓餅,霸王,31
霸王,傻師傅湯包,30
傻師傅湯包,霸王,30
霸王,早安美芝城中壢活力中央,51
早安美芝城中壢活力中央,霸王,51
霸王,京城韓式湯飯,72
京城韓式湯飯,霸王,72
霸王,雞師父醬汁照燒雞排,19
雞師父醬汁照燒雞排,霸王,19
霸王,燈丫腳湯包車,25
燈丫腳湯包車,霸王,25
霸王,Ticket Toast 提齊熱壓吐司,14
Ticket Toast 提齊熱壓吐司,霸王,14
霸王,Main蛋,46
Main蛋,霸王,46
咖哩老師,山頂洞人,10
山頂洞人,咖哩老師,10
咖哩老師,小惡魔,13
小惡魔,咖哩老師,13
咖哩老師,粥王,22
粥王,咖哩老師,22
咖哩老師,銀河炒飯,23
銀河炒飯,咖哩老師,23
咖哩老師,一品鍋,43
一品鍋,咖哩老師,43
咖哩老師,無敵蛋餅,41
無敵蛋餅,咖哩老師,41
咖哩老師,包子饅頭,40
包子饅頭,咖哩老師,40
咖哩老師,花茶大師,37
花茶大師,咖哩老師,37
咖哩老師,鬼島漢堡,10
鬼島漢堡,咖哩老師,10
咖哩老師,雞排車,10
雞排車,咖哩老師,10
咖哩老師,一億園,10
一億園,咖哩老師,10
咖哩老師,夏克奶茶,10
夏克奶茶,咖哩老師,10
咖哩老師,東東生鮮手工大水餃,15
東東生鮮手工大水餃,咖哩老師,15
咖哩老師,美味王,21
美味王,咖哩老師,21
咖哩老師,滿食記燒肉丼飯,31
滿食記燒肉丼飯,咖哩老師,31
咖哩老師,Enf-健康輕食餐,28
Enf-健康輕食餐,咖哩老師,28
咖哩老師,饌食園,24
饌食園,咖哩老師,24
咖哩老師,香恬園,37
香恬園,咖哩老師,37
咖哩老師,宵夜屋自助餐,35
宵夜屋自助餐,咖哩老師,35
咖哩老師,來來炒飯,34
來來炒飯,咖哩老師,34
咖哩老師,喬慧素食,34
喬慧素食,咖哩老師,34
咖哩老師,來客,30
來客,咖哩老師,30
咖哩老師,真功夫蔥抓餅,33
真功夫蔥抓餅,咖哩老師,33
咖哩老師,傻師傅湯包,36
傻師傅湯包,咖哩老師,36
咖哩老師,早安美芝城中壢活力中央,58
早安美芝城中壢活力中央,咖哩老師,58
咖哩老師,京城韓式湯飯,79
京城韓式湯飯,咖哩老師,79
咖哩老師,雞師父醬汁照燒雞排,26
雞師父醬汁照燒雞排,咖哩老師,26
咖哩老師,燈丫腳湯包車,31
燈丫腳湯包車,咖哩老師,31
咖哩老師,Ticket Toast 提齊熱壓吐司,22
Ticket Toast 提齊熱壓吐司,咖哩老師,22
咖哩老師,Main蛋,38
Main蛋,咖哩老師,38
山頂洞人,小惡魔,10
小惡魔,山頂洞人,10
山頂洞人,粥王,17
粥王,山頂洞人,17
山頂洞人,銀河炒飯,18
銀河炒飯,山頂洞人,18
山頂洞人,一品鍋,38
一品鍋,山頂洞人,38
山頂洞人,無敵蛋餅,36
無敵蛋餅,山頂洞人,36
山頂洞人,包子饅頭,35
包子饅頭,山頂洞人,35
山頂洞人,花茶大師,32
花茶大師,山頂洞人,32
山頂洞人,鬼島漢堡,10
鬼島漢堡,山頂洞人,10
山頂洞人,雞排車,12
雞排車,山頂洞人,12
山頂洞人,一億園,10
一億園,山頂洞人,10
山頂洞人,夏克奶茶,10
夏克奶茶,山頂洞人,10
山頂洞人,東東生鮮手工大水餃,10
東東生鮮手工大水餃,山頂洞人,10
山頂洞人,美味王,16
美味王,山頂洞人,16
山頂洞人,滿食記燒肉丼飯,26
滿食記燒肉丼飯,山頂洞人,26
山頂洞人,Enf-健康輕食餐,23
Enf-健康輕食餐,山頂洞人,23
山頂洞人,饌食園,19
饌食園,山頂洞人,19
山頂洞人,香恬園,32
香恬園,山頂洞人,32
山頂洞人,宵夜屋自助餐,30
宵夜屋自助餐,山頂洞人,30
山頂洞人,來來炒飯,29
來來炒飯,山頂洞人,29
山頂洞人,喬慧素食,29
喬慧素食,山頂洞人,29
山頂洞人,來客,32
來客,山頂洞人,32
山頂洞人,真功夫蔥抓餅,34
真功夫蔥抓餅,山頂洞人,34
山頂洞人,傻師傅湯包,40
傻師傅湯包,山頂洞人,40
山頂洞人,早安美芝城中壢活力中央,63
早安美芝城中壢活力中央,山頂洞人,63
山頂洞人,京城韓式湯飯,83
京城韓式湯飯,山頂洞人,83
山頂洞人,雞師父醬汁照燒雞排,31
雞師父醬汁照燒雞排,山頂洞人,31
山頂洞人,燈丫腳湯包車,34
燈丫腳湯包車,山頂洞人,34
山頂洞人,Ticket Toast 提齊熱壓吐司,26
Ticket Toast 提齊熱壓吐司,山頂洞人,26
山頂洞人,Main蛋,33
Main蛋,山頂洞人,33
小惡魔,粥王,10
粥王,小惡魔,10
小惡魔,銀河炒飯,10
銀河炒飯,小惡魔,10
小惡魔,一品鍋,30
一品鍋,小惡魔,30
小惡魔,無敵蛋餅,28
無敵蛋餅,小惡魔,28
小惡魔,包子饅頭,27
包子饅頭,小惡魔,27
小惡魔,花茶大師,24
花茶大師,小惡魔,24
小惡魔,鬼島漢堡,16
鬼島漢堡,小惡魔,16
小惡魔,雞排車,20
雞排車,小惡魔,20
小惡魔,一億園,13
一億園,小惡魔,13
小惡魔,夏克奶茶,10
夏克奶茶,小惡魔,10
小惡魔,東東生鮮手工大水餃,10
東東生鮮手工大水餃,小惡魔,10
小惡魔,美味王,10
美味王,小惡魔,10
小惡魔,滿食記燒肉丼飯,18
滿食記燒肉丼飯,小惡魔,18
小惡魔,Enf-健康輕食餐,15
Enf-健康輕食餐,小惡魔,15
小惡魔,饌食園,12
饌食園,小惡魔,12
小惡魔,香恬園,24
香恬園,小惡魔,24
小惡魔,宵夜屋自助餐,22
宵夜屋自助餐,小惡魔,22
小惡魔,來來炒飯,21
來來炒飯,小惡魔,21
小惡魔,喬慧素食,21
喬慧素食,小惡魔,21
小惡魔,來客,37
來客,小惡魔,37
小惡魔,真功夫蔥抓餅,38
真功夫蔥抓餅,小惡魔,38
小惡魔,傻師傅湯包,47
傻師傅湯包,小惡魔,47
小惡魔,早安美芝城中壢活力中央,70
早安美芝城中壢活力中央,小惡魔,70
小惡魔,京城韓式湯飯,91
京城韓式湯飯,小惡魔,91
小惡魔,雞師父醬汁照燒雞排,38
雞師父醬汁照燒雞排,小惡魔,38
小惡魔,燈丫腳湯包車,42
燈丫腳湯包車,小惡魔,42
小惡魔,Ticket Toast 提齊熱壓吐司,34
Ticket Toast 提齊熱壓吐司,小惡魔,34
小惡魔,Main蛋,25
Main蛋,小惡魔,25
粥王,銀河炒飯,10
銀河炒飯,粥王,10
粥王,一品鍋,21
一品鍋,粥王,21
粥王,無敵蛋餅,19
無敵蛋餅,粥王,19
粥王,包子饅頭,18
包子饅頭,粥王,18
粥王,花茶大師,16
花茶大師,粥王,16
粥王,鬼島漢堡,24
鬼島漢堡,粥王,24
粥王,雞排車,29
雞排車,粥王,29
粥王,一億園,21
一億園,粥王,21
粥王,夏克奶茶,17
夏克奶茶,粥王,17
粥王,東東生鮮手工大水餃,12
東東生鮮手工大水餃,粥王,12
粥王,美味王,10
美味王,粥王,10
粥王,滿食記燒肉丼飯,10
滿食記燒肉丼飯,粥王,10
粥王,Enf-健康輕食餐,10
Enf-健康輕食餐,粥王,10
粥王,饌食園,10
饌食園,粥王,10
粥王,香恬園,15
香恬園,粥王,15
粥王,宵夜屋自助餐,13
宵夜屋自助餐,粥王,13
粥王,來來炒飯,12
來來炒飯,粥王,12
粥王,喬慧素食,12
喬慧素食,粥王,12
粥王,來客,43
來客,粥王,43
粥王,真功夫蔥抓餅,44
真功夫蔥抓餅,粥王,44
粥王,傻師傅湯包,54
傻師傅湯包,粥王,54
粥王,早安美芝城中壢活力中央,78
早安美芝城中壢活力中央,粥王,78
粥王,京城韓式湯飯,99
京城韓式湯飯,粥王,99
粥王,雞師父醬汁照燒雞排,47
雞師父醬汁照燒雞排,粥王,47
粥王,燈丫腳湯包車,49
燈丫腳湯包車,粥王,49
粥王,Ticket Toast 提齊熱壓吐司,43
Ticket Toast 提齊熱壓吐司,粥王,43
粥王,Main蛋,16
Main蛋,粥王,16
銀河炒飯,一品鍋,20
一品鍋,銀河炒飯,20
銀河炒飯,無敵蛋餅,19
無敵蛋餅,銀河炒飯,19
銀河炒飯,包子饅頭,18
包子饅頭,銀河炒飯,18
銀河炒飯,花茶大師,16
花茶大師,銀河炒飯,16
銀河炒飯,鬼島漢堡,25
鬼島漢堡,銀河炒飯,25
銀河炒飯,雞排車,30
雞排車,銀河炒飯,30
銀河炒飯,一億園,22
一億園,銀河炒飯,22
銀河炒飯,夏克奶茶,19
夏克奶茶,銀河炒飯,19
銀河炒飯,東東生鮮手工大水餃,13
東東生鮮手工大水餃,銀河炒飯,13
銀河炒飯,美味王,10
美味王,銀河炒飯,10
銀河炒飯,滿食記燒肉丼飯,11
滿食記燒肉丼飯,銀河炒飯,11
銀河炒飯,Enf-健康輕食餐,10
Enf-健康輕食餐,銀河炒飯,10
銀河炒飯,饌食園,10
饌食園,銀河炒飯,10
銀河炒飯,香恬園,14
香恬園,銀河炒飯,14
銀河炒飯,宵夜屋自助餐,12
宵夜屋自助餐,銀河炒飯,12
銀河炒飯,來來炒飯,11
來來炒飯,銀河炒飯,11
銀河炒飯,喬慧素食,11
喬慧素食,銀河炒飯,11
銀河炒飯,來客,44
來客,銀河炒飯,44
銀河炒飯,真功夫蔥抓餅,45
真功夫蔥抓餅,銀河炒飯,45
銀河炒飯,傻師傅湯包,56
傻師傅湯包,銀河炒飯,56
銀河炒飯,早安美芝城中壢活力中央,80
早安美芝城中壢活力中央,銀河炒飯,80
銀河炒飯,京城韓式湯飯,100
京城韓式湯飯,銀河炒飯,100
銀河炒飯,雞師父醬汁照燒雞排,48
雞師父醬汁照燒雞排,銀河炒飯,48
銀河炒飯,燈丫腳湯包車,51
燈丫腳湯包車,銀河炒飯,51
銀河炒飯,Ticket Toast 提齊熱壓吐司,44
Ticket Toast 提齊熱壓吐司,銀河炒飯,44
銀河炒飯,Main蛋,15
Main蛋,銀河炒飯,15
一品鍋,無敵蛋餅,12
無敵蛋餅,一品鍋,12
一品鍋,包子饅頭,12
包子饅頭,一品鍋,12
一品鍋,花茶大師,13
花茶大師,一品鍋,13
一品鍋,鬼島漢堡,46
鬼島漢堡,一品鍋,46
一品鍋,雞排車,50
雞排車,一品鍋,50
一品鍋,一億園,42
一億園,一品鍋,42
一品鍋,夏克奶茶,39
夏克奶茶,一品鍋,39
一品鍋,東東生鮮手工大水餃,32
東東生鮮手工大水餃,一品鍋,32
一品鍋,美味王,22
美味王,一品鍋,22
一品鍋,滿食記燒肉丼飯,18
滿食記燒肉丼飯,一品鍋,18
一品鍋,Enf-健康輕食餐,20
Enf-健康輕食餐,一品鍋,20
一品鍋,饌食園,23
饌食園,一品鍋,23
一品鍋,香恬園,10
香恬園,一品鍋,10
一品鍋,宵夜屋自助餐,10
宵夜屋自助餐,一品鍋,10
一品鍋,來來炒飯,10
來來炒飯,一品鍋,10
一品鍋,喬慧素食,10
喬慧素食,一品鍋,10
一品鍋,來客,63
來客,一品鍋,63
一品鍋,真功夫蔥抓餅,62
真功夫蔥抓餅,一品鍋,62
一品鍋,傻師傅湯包,75
傻師傅湯包,一品鍋,75
一品鍋,早安美芝城中壢活力中央,99
早安美芝城中壢活力中央,一品鍋,99
一品鍋,京城韓式湯飯,120
京城韓式湯飯,一品鍋,120
一品鍋,雞師父醬汁照燒雞排,68
雞師父醬汁照燒雞排,一品鍋,68
一品鍋,燈丫腳湯包車,70
燈丫腳湯包車,一品鍋,70
一品鍋,Ticket Toast 提齊熱壓吐司,65
Ticket Toast 提齊熱壓吐司,一品鍋,65
一品鍋,Main蛋,10
Main蛋,一品鍋,10
無敵蛋餅,包子饅頭,10
包子饅頭,無敵蛋餅,10
無敵蛋餅,花茶大師,10
花茶大師,無敵蛋餅,10
無敵蛋餅,鬼島漢堡,42
鬼島漢堡,無敵蛋餅,42
無敵蛋餅,雞排車,46
雞排車,無敵蛋餅,46
無敵蛋餅,一億園,38
一億園,無敵蛋餅,38
無敵蛋餅,夏克奶茶,34
夏克奶茶,無敵蛋餅,34
無敵蛋餅,東東生鮮手工大水餃,27
東東生鮮手工大水餃,無敵蛋餅,27
無敵蛋餅,美味王,21
美味王,無敵蛋餅,21
無敵蛋餅,滿食記燒肉丼飯,10
滿食記燒肉丼飯,無敵蛋餅,10
無敵蛋餅,Enf-健康輕食餐,13
Enf-健康輕食餐,無敵蛋餅,13
無敵蛋餅,饌食園,17
饌食園,無敵蛋餅,17
無敵蛋餅,香恬園,11
香恬園,無敵蛋餅,11
無敵蛋餅,宵夜屋自助餐,11
宵夜屋自助餐,無敵蛋餅,11
無敵蛋餅,來來炒飯,11
來來炒飯,無敵蛋餅,11
無敵蛋餅,喬慧素食,12
喬慧素食,無敵蛋餅,12
無敵蛋餅,來客,54
來客,無敵蛋餅,54
無敵蛋餅,真功夫蔥抓餅,54
真功夫蔥抓餅,無敵蛋餅,54
無敵蛋餅,傻師傅湯包,69
傻師傅湯包,無敵蛋餅,69
無敵蛋餅,早安美芝城中壢活力中央,93
早安美芝城中壢活力中央,無敵蛋餅,93
無敵蛋餅,京城韓式湯飯,113
京城韓式湯飯,無敵蛋餅,113
無敵蛋餅,雞師父醬汁照燒雞排,63
雞師父醬汁照燒雞排,無敵蛋餅,63
無敵蛋餅,燈丫腳湯包車,64
燈丫腳湯包車,無敵蛋餅,64
無敵蛋餅,Ticket Toast 提齊熱壓吐司,60
Ticket Toast 提齊熱壓吐司,無敵蛋餅,60
無敵蛋餅,Main蛋,12
Main蛋,無敵蛋餅,12
包子饅頭,花茶大師,10
花茶大師,包子饅頭,10
包子饅頭,鬼島漢堡,41
鬼島漢堡,包子饅頭,41
包子饅頭,雞排車,45
雞排車,包子饅頭,45
包子饅頭,一億園,37
一億園,包子饅頭,37
包子饅頭,夏克奶茶,33
夏克奶茶,包子饅頭,33
包子饅頭,東東生鮮手工大水餃,26
東東生鮮手工大水餃,包子饅頭,26
包子饅頭,美味王,20
美味王,包子饅頭,20
包子饅頭,滿食記燒肉丼飯,10
滿食記燒肉丼飯,包子饅頭,10
包子饅頭,Enf-健康輕食餐,12
Enf-健康輕食餐,包子饅頭,12
包子饅頭,饌食園,16
饌食園,包子饅頭,16
包子饅頭,香恬園,11
香恬園,包子饅頭,11
包子饅頭,宵夜屋自助餐,11
宵夜屋自助餐,包子饅頭,11
包子饅頭,來來炒飯,10
來來炒飯,包子饅頭,10
包子饅頭,喬慧素食,11
喬慧素食,包子饅頭,11
包子饅頭,來客,54
來客,包子饅頭,54
包子饅頭,真功夫蔥抓餅,53
真功夫蔥抓餅,包子饅頭,53
包子饅頭,傻師傅湯包,68
傻師傅湯包,包子饅頭,68
包子饅頭,早安美芝城中壢活力中央,92
早安美芝城中壢活力中央,包子饅頭,92
包子饅頭,京城韓式湯飯,112
京城韓式湯飯,包子饅頭,112
包子饅頭,雞師父醬汁照燒雞排,62
雞師父醬汁照燒雞排,包子饅頭,62
包子饅頭,燈丫腳湯包車,63
燈丫腳湯包車,包子饅頭,63
包子饅頭,Ticket Toast 提齊熱壓吐司,59
Ticket Toast 提齊熱壓吐司,包子饅頭,59
包子饅頭,Main蛋,12
Main蛋,包子饅頭,12
花茶大師,鬼島漢堡,38
鬼島漢堡,花茶大師,38
花茶大師,雞排車,43
雞排車,花茶大師,43
花茶大師,一億園,34
一億園,花茶大師,34
花茶大師,夏克奶茶,30
夏克奶茶,花茶大師,30
花茶大師,東東生鮮手工大水餃,23
東東生鮮手工大水餃,花茶大師,23
花茶大師,美味王,18
美味王,花茶大師,18
花茶大師,滿食記燒肉丼飯,10
滿食記燒肉丼飯,花茶大師,10
花茶大師,Enf-健康輕食餐,10
Enf-健康輕食餐,花茶大師,10
花茶大師,饌食園,13
饌食園,花茶大師,13
花茶大師,香恬園,11
香恬園,花茶大師,11
花茶大師,宵夜屋自助餐,10
宵夜屋自助餐,花茶大師,10
花茶大師,來來炒飯,10
來來炒飯,花茶大師,10
花茶大師,喬慧素食,10
喬慧素食,花茶大師,10
花茶大師,來客,51
來客,花茶大師,51
花茶大師,真功夫蔥抓餅,50
真功夫蔥抓餅,花茶大師,50
花茶大師,傻師傅湯包,65
傻師傅湯包,花茶大師,65
花茶大師,早安美芝城中壢活力中央,89
早安美芝城中壢活力中央,花茶大師,89
花茶大師,京城韓式湯飯,110
京城韓式湯飯,花茶大師,110
花茶大師,雞師父醬汁照燒雞排,60
雞師父醬汁照燒雞排,花茶大師,60
花茶大師,燈丫腳湯包車,61
燈丫腳湯包車,花茶大師,61
花茶大師,Ticket Toast 提齊熱壓吐司,56
Ticket Toast 提齊熱壓吐司,花茶大師,56
花茶大師,Main蛋,12
Main蛋,花茶大師,12
鬼島漢堡,雞排車,10
雞排車,鬼島漢堡,10
鬼島漢堡,一億園,10
一億園,鬼島漢堡,10
鬼島漢堡,夏克奶茶,10
夏克奶茶,鬼島漢堡,10
鬼島漢堡,東東生鮮手工大水餃,14
東東生鮮手工大水餃,鬼島漢堡,14
鬼島漢堡,美味王,23
美味王,鬼島漢堡,23
鬼島漢堡,滿食記燒肉丼飯,31
滿食記燒肉丼飯,鬼島漢堡,31
鬼島漢堡,Enf-健康輕食餐,28
Enf-健康輕食餐,鬼島漢堡,28
鬼島漢堡,饌食園,24
饌食園,鬼島漢堡,24
鬼島漢堡,香恬園,40
香恬園,鬼島漢堡,40
鬼島漢堡,宵夜屋自助餐,38
宵夜屋自助餐,鬼島漢堡,38
鬼島漢堡,來來炒飯,37
來來炒飯,鬼島漢堡,37
鬼島漢堡,喬慧素食,37
喬慧素食,鬼島漢堡,37
鬼島漢堡,來客,24
來客,鬼島漢堡,24
鬼島漢堡,真功夫蔥抓餅,27
真功夫蔥抓餅,鬼島漢堡,27
鬼島漢堡,傻師傅湯包,31
傻師傅湯包,鬼島漢堡,31
鬼島漢堡,早安美芝城中壢活力中央,54
早安美芝城中壢活力中央,鬼島漢堡,54
鬼島漢堡,京城韓式湯飯,75
京城韓式湯飯,鬼島漢堡,75
鬼島漢堡,雞師父醬汁照燒雞排,22
雞師父醬汁照燒雞排,鬼島漢堡,22
鬼島漢堡,燈丫腳湯包車,25
燈丫腳湯包車,鬼島漢堡,25
鬼島漢堡,Ticket Toast 提齊熱壓吐司,18
Ticket Toast 提齊熱壓吐司,鬼島漢堡,18
鬼島漢堡,Main蛋,41
Main蛋,鬼島漢堡,41
雞排車,一億園,10
一億園,雞排車,10
雞排車,夏克奶茶,12
夏克奶茶,雞排車,12
雞排車,東東生鮮手工大水餃,19
東東生鮮手工大水餃,雞排車,19
雞排車,美味王,28
美味王,雞排車,28
雞排車,滿食記燒肉丼飯,36
滿食記燒肉丼飯,雞排車,36
雞排車,Enf-健康輕食餐,33
Enf-健康輕食餐,雞排車,33
雞排車,饌食園,29
饌食園,雞排車,29
雞排車,香恬園,44
香恬園,雞排車,44
雞排車,宵夜屋自助餐,42
宵夜屋自助餐,雞排車,42
雞排車,來來炒飯,41
來來炒飯,雞排車,41
雞排車,喬慧素食,41
喬慧素食,雞排車,41
雞排車,來客,23
來客,雞排車,23
雞排車,真功夫蔥抓餅,26
真功夫蔥抓餅,雞排車,26
雞排車,傻師傅湯包,27
傻師傅湯包,雞排車,27
雞排車,早安美芝城中壢活力中央,50
早安美芝城中壢活力中央,雞排車,50
雞排車,京城韓式湯飯,71
京城韓式湯飯,雞排車,71
雞排車,雞師父醬汁照燒雞排,18
雞師父醬汁照燒雞排,雞排車,18
雞排車,燈丫腳湯包車,22
燈丫腳湯包車,雞排車,22
雞排車,Ticket Toast 提齊熱壓吐司,14
Ticket Toast 提齊熱壓吐司,雞排車,14
雞排車,Main蛋,46
Main蛋,雞排車,46
一億園,夏克奶茶,10
夏克奶茶,一億園,10
一億園,東東生鮮手工大水餃,10
東東生鮮手工大水餃,一億園,10
一億園,美味王,21
美味王,一億園,21
一億園,滿食記燒肉丼飯,27
滿食記燒肉丼飯,一億園,27
一億園,Enf-健康輕食餐,24
Enf-健康輕食餐,一億園,24
一億園,饌食園,20
饌食園,一億園,20
一億園,香恬園,37
香恬園,一億園,37
一億園,宵夜屋自助餐,35
宵夜屋自助餐,一億園,35
一億園,來來炒飯,34
來來炒飯,一億園,34
一億園,喬慧素食,33
喬慧素食,一億園,33
一億園,來客,24
來客,一億園,24
一億園,真功夫蔥抓餅,26
真功夫蔥抓餅,一億園,26
一億園,傻師傅湯包,33
傻師傅湯包,一億園,33
一億園,早安美芝城中壢活力中央,57
早安美芝城中壢活力中央,一億園,57
一億園,京城韓式湯飯,77
京城韓式湯飯,一億園,77
一億園,雞師父醬汁照燒雞排,25
雞師父醬汁照燒雞排,一億園,25
一億園,燈丫腳湯包車,28
燈丫腳湯包車,一億園,28
一億園,Ticket Toast 提齊熱壓吐司,22
Ticket Toast 提齊熱壓吐司,一億園,22
一億園,Main蛋,38
Main蛋,一億園,38
夏克奶茶,東東生鮮手工大水餃,10
東東生鮮手工大水餃,夏克奶茶,10
夏克奶茶,美味王,17
美味王,夏克奶茶,17
夏克奶茶,滿食記燒肉丼飯,23
滿食記燒肉丼飯,夏克奶茶,23
夏克奶茶,Enf-健康輕食餐,20
Enf-健康輕食餐,夏克奶茶,20
夏克奶茶,饌食園,17
饌食園,夏克奶茶,17
夏克奶茶,香恬園,33
香恬園,夏克奶茶,33
夏克奶茶,宵夜屋自助餐,31
宵夜屋自助餐,夏克奶茶,31
夏克奶茶,來來炒飯,30
來來炒飯,夏克奶茶,30
夏克奶茶,喬慧素食,30
喬慧素食,夏克奶茶,30
夏克奶茶,來客,26
來客,夏克奶茶,26
夏克奶茶,真功夫蔥抓餅,28
真功夫蔥抓餅,夏克奶茶,28
夏克奶茶,傻師傅湯包,36
傻師傅湯包,夏克奶茶,36
夏克奶茶,早安美芝城中壢活力中央,60
早安美芝城中壢活力中央,夏克奶茶,60
夏克奶茶,京城韓式湯飯,81
京城韓式湯飯,夏克奶茶,81
夏克奶茶,雞師父醬汁照燒雞排,29
雞師父醬汁照燒雞排,夏克奶茶,29
夏克奶茶,燈丫腳湯包車,31
燈丫腳湯包車,夏克奶茶,31
夏克奶茶,Ticket Toast 提齊熱壓吐司,26
Ticket Toast 提齊熱壓吐司,夏克奶茶,26
夏克奶茶,Main蛋,34
Main蛋,夏克奶茶,34
東東生鮮手工大水餃,美味王,12
美味王,東東生鮮手工大水餃,12
東東生鮮手工大水餃,滿食記燒肉丼飯,17
滿食記燒肉丼飯,東東生鮮手工大水餃,17
東東生鮮手工大水餃,Enf-健康輕食餐,14
Enf-健康輕食餐,東東生鮮手工大水餃,14
東東生鮮手工大水餃,饌食園,10
饌食園,東東生鮮手工大水餃,10
東東生鮮手工大水餃,香恬園,27
香恬園,東東生鮮手工大水餃,27
東東生鮮手工大水餃,宵夜屋自助餐,25
宵夜屋自助餐,東東生鮮手工大水餃,25
東東生鮮手工大水餃,來來炒飯,24
來來炒飯,東東生鮮手工大水餃,24
